UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature Comment
8934.0,M23793,M,297.3,308.3,1544.0,41.7,6.0,0.0,0.0,0.0,0.0,0.0,,-
8935.0,L56114,L,,308.2,1601.0,,9.0,0.0,0.0,,0.0,0.0,0.0,-
8936.0,L56115,L,297.4,308.3,1801.0,26.9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8937.0,L56116,L,297.4,308.3,1465.0,42.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8938.0,M23797,M,297.4,308.4,1340.0,52.6,15.0,0.0,0.0,0.0,,0.0,0.0,-
8939.0,M23798,M,297.4,308.4,1517.0,41.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8940.0,M23799,,24.15 °C,35.25 °C,1434.0,44.8,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8941.0,H38354,H,297.3,308.3,1935.0,19.3,24.0,0.0,,,0.0,0.0,0.0,-
8942.0,M23801,M,297.3,308.3,1595.0,32.2,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8943.0,L56122,L,297.3,308.3,2188.0,17.0,32.0,,,0.0,0.0,0.0,0.0,-
8944.0,,M,297.3,308.4,1449.0,44.4,-34.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8945.0,L56124,L,297.3,308.3,1471.0,38.2,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8946.0,L56125,L,297.4,308.2,1639.0,33.8,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8947.0,M23806,,297.3,308.2,1846.0,24.5,41.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8948.0,M23807,M,297.3,308.2,1452.0,38.2,44.0,0.0,0.0,,0.0,0.0,0.0,-
,M23808,M,297.4,308.3,1483.0,41.9,,,0.0,0.0,0.0,0.0,0.0,-
8950.0,L56129,L,297.4,308.3,1284.0,60.3,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8951.0,L56130,l,297.4,308.2,1419.0,50.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8952.0,L56131,L,297.3,308.1,1763.0,28.4,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8953.0,M23812,M,297.2,308.0,1478.0,42.5,56.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8954.0,,L,297.3,308.0,1518.0,36.0,59.0,0.0,,0.0,0.0,,0.0,-
8955.0, L56134,L,297.3,308.0,1447.0,49.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8956.0,M23815,M,297.4,308.0,1355.0,55.1,63.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8957.0,L56136,L,297.4,308.1,1348.0,57.4,66.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8958.0,L56137,L,297.4,308.1,1348.0,53.7,68.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8959.0,M23818,M,297.4,308.1,1734.0,27.7,70.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8960.0,L56139,L,297.3,308.0,1420.0,46.5,73.0,,0.0,0.0,,0.0,0.0,-
8961.0,L56140,L,24.15 °C,34.75 °C,1797.0,24.7,75.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8962.0,M23821,M,297.3,308.0,1403.0,45.0,77.0,,0.0,0.0,0.0,0.0,0.0,-
8963.0,L56142,l,297.3,307.9,1628.0,30.2,80.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8964.0,M23823,M,297.2,307.9,1687.0,30.4,82.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8965.0,M23824,M,297.2,307.9,1456.0,44.9,85.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8966.0,L56145,L,297.1,307.9,1496.0,44.7,88.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L56146,L,297.1,307.8,1636.0,30.3,-90.0,0.0,0.0,0.0,0.0,0.0,,-
8968.0,L56147,L,297.1,307.8,1536.0,40.4,92.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8969.0,"""L56148""",L,297.1,307.8,1454.0,50.6,94.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8970.0,L56149,L,297.0,307.8,1396.0,50.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L56150,L,297.0,307.6,1575.0,37.4,98.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8972.0,L56151,L,296.9,307.6,1514.0,35.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8973.0,M23832,M,296.8,307.4,1455.0,49.9,102.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8974.0,L56153,L,296.8,307.4,1549.0,48.3,105.0,0.0,0.0,,0.0,0.0,0.0,-
8975.0,L56154,L,296.8,307.5,1474.0,42.4,107.0,0.0,,0.0,0.0,0.0,0.0,-
8976.0,H38389,H,296.7,307.4,1661.0,34.2,109.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8977.0,L56156,,23.55 °C,34.25 °C,1535.0,34.6,114.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8978.0,M23837,M,296.9,307.5,1556.0,31.2,116.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8979.0,L56158,L,,307.6,,45.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8980.0,M23839,M,296.9,307.5,1332.0,51.1,,0.0,0.0,0.0,0.0,0.0,0.0,-
8981.0,L56160,L,297.0,307.6,1513.0,,124.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8982.0,L56161,L,297.0,307.7,1502.0,39.4,126.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8983.0,L56162,,297.0,307.7,1315.0,60.1,,0.0,0.0,0.0,0.0,0.0,0.0,-
8984.0, M23843,M,297.0,307.7,1261.0,51.1,130.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8985.0,L56164,L,297.1,307.8,1406.0,60.4,133.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8986.0,L56165,L,297.1,307.8,1584.0,42.3,135.0,0.0,0.0,0.0,,0.0,0.0,-
8987.0,M23846,M,297.1,307.8,1443.0,43.9,137.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8988.0,L56167,L,297.2,307.9,1580.0,35.8,140.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8989.0,L56168,L,297.2,307.9,1825.0,24.6,,0.0,0.0,0.0,0.0,0.0,0.0,-
,,L,297.2,307.9,1469.0,48.2,144.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8991.0,l56170,L,24.05 °C,34.75 °C,,38.4,146.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8992.0,M23851,M,297.3,308.0,1598.0,,148.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8993.0,H38406,H,nan °C,34.75 °C,1450.0,37.2,151.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8994.0,M23853, M,297.2,307.9,1632.0,37.5,156.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8995.0,M23854,M,297.1,307.9,1980.0,20.3,159.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8996.0,L56175,L,297.2,,1474.0,43.7,162.0,0.0,0.0,0.0,,0.0,,-
8997.0,L56176,L,297.2,307.9,1540.0,37.1,164.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8998.0,M23857,M,297.1,307.9,1609.0,38.9,166.0,0.0,0.0,0.0,0.0,0.0,0.0,-
8999.0,L56178,L,297.1,308.0,1467.0,42.8,169.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9000.0,L56179,"""L""",297.1,307.9,1492.0,39.4,171.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9001.0,L56180,L,297.0,307.9,1493.0,46.1,-173.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9002.0,L56181,L,297.0,307.8,1500.0,39.9,175.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9003.0,"""L56182""",L,297.1,307.8,1477.0,36.6,177.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9004.0,L56183,L,297.1,307.9,1342.0,49.1,179.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,M23864,M,23.95 °C,34.65 °C,1538.0,34.3,,0.0,0.0,0.0,0.0,0.0,0.0,-
9006.0,L56185,L,297.2,307.9,1337.0,58.1,184.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9007.0,L56186,L,297.3,307.9,1417.0,41.8,186.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9008.0,"""L56187""",L,297.4,308.0,1383.0,46.2,188.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9009.0,M23868,M,297.4,308.0,1440.0,42.4,190.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9010.0,L56189,L,297.3,307.9,1579.0,34.4,193.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9011.0,L56190,L,297.2,307.9,1441.0,40.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9012.0,M23871,M,297.2,307.9,1530.0,35.9,197.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9013.0,L56192,L,297.2,308.0,1705.0,26.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9014.0, H38427,H,297.2,308.0,,43.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9015.0,M23874,M,297.2,308.1,1340.0,61.3,207.0,1.0,0.0,0.0,0.0,1.0,0.0,-
9016.0,L56195,L,297.2,308.1,1431.0,49.7,210.0,1.0,0.0,0.0,0.0,0.0,0.0,-
9017.0,L56196,,297.3,308.2,1396.0,52.7,212.0,1.0,0.0,0.0,0.0,1.0,0.0,-
9018.0,M23877,M,297.3,308.1,1369.0,52.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9019.0,L56198,L,297.3,308.1,1615.0,35.4,217.0,1.0,1.0,0.0,0.0,0.0,0.0,-
9020.0,,L,297.2,308.1,1662.0,31.3,,0.0,0.0,0.0,0.0,0.0,0.0,-
9021.0,L56200,L,297.3,308.2,1553.0,33.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9022.0,M23881,M,297.4,308.2,,34.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9023.0,,L,24.25 °C,35.15 °C,1548.0,46.6,7.0,0.0,0.0,,0.0,0.0,0.0,-
9024.0,L56203,L,297.4,308.3,1706.0,30.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9025.0,L56204, L,297.4,308.3,1366.0,45.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9026.0,L56205,L,297.5,308.4,1440.0,35.9,13.0,0.0,0.0,0.0,0.0,0.0,,-
9027.0,,M,297.5,308.4,,28.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9028.0,M23887,M,24.25 °C,35.15 °C,1444.0,44.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9029.0,L56208,L,297.4,308.3,1395.0,48.7,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9030.0,L56209,L,24.25 °C,35.15 °C,1483.0,38.8,23.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9031.0,M23890,M,297.5,308.4,1403.0,44.3,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9032.0,,H,297.5,308.4,1793.0,23.9,28.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9033.0,L56212,L,297.4,308.3,1723.0,28.8,33.0,0.0,0.0,0.0,0.0,,,-
9034.0,L56213,L,24.25 °C,35.05 °C,1386.0,41.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9035.0,H38448,H,,308.2,1585.0,46.2,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9036.0,M23895,M,297.3,308.1,,27.7,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9037.0,L56216,L,297.3,308.3,1519.0,37.7,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9038.0,L56217,L,,308.2,1896.0,24.4,47.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9039.0,L56218,L,24.15 °C,35.15 °C,2358.0,14.9,,0.0,0.0,0.0,0.0,0.0,0.0,-
9040.0,M23899,M,297.3,308.3,1341.0,51.9,51.0,,0.0,0.0,0.0,0.0,0.0,-
9041.0,L56220,L,297.3,308.3,1550.0,37.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9042.0,L56221,L,297.3,308.3,1309.0,61.5,56.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9043.0,"""M23902""",M,297.3,308.4,1599.0,32.9,58.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9044.0,L56223,L,297.4,308.4,1343.0,40.0,61.0,0.0,0.0,0.0,,0.0,0.0,-
9045.0,L56224,L,297.4,308.4,1378.0,39.9,63.0,0.0,0.0,0.0,0.0,0.0,,-
9046.0,L56225,L,297.4,308.4,1603.0,34.6,65.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9047.0,L56226,L,297.4,308.4,,28.1,67.0,0.0,0.0,0.0,0.0,,0.0,-
9048.0,"""L56227""",L,297.3,308.4,1488.0,37.4,69.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9049.0,M23908,M,297.3,308.4,1370.0,50.5,71.0,0.0,0.0,0.0,0.0,0.0,,-
,L56229,L,297.3,308.5,1545.0,34.3,-74.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9051.0,M23910,M,297.4,308.5,1566.0,31.4,76.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9052.0,L56231,L,,308.6,1820.0,24.6,79.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9053.0,M23912,M,297.4,308.6,1901.0,22.1,81.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9054.0,M23913,M,297.4,308.5,1638.0,32.2,84.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9055.0,,M,297.3,308.4,1521.0,38.2,,0.0,0.0,0.0,0.0,0.0,0.0,-
9056.0,,H,24.15 °C,35.25 °C,1864.0,23.1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9057.0,L56236,,297.3,308.3,1430.0,41.9,,0.0,,0.0,0.0,0.0,0.0,-
9058.0,"""M23917""",M,297.3,308.4,1686.0,34.5,97.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9059.0,M23918,M,24.05 °C,35.15 °C,1326.0,57.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L56239,L,297.2,308.3,1805.0,,103.0,0.0,0.0,0.0,0.0,0.0,,-
9061.0,H38474,H,297.2,,1453.0,45.8,105.0,0.0,0.0,,0.0,,0.0,-
9062.0,M23921,,297.2,,1863.0,26.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9063.0,L56242,L,297.2,308.3,1576.0,35.3,113.0,,0.0,0.0,0.0,0.0,0.0,-
9064.0,L56243,L,297.2,308.3,1419.0,39.7,115.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9065.0,L56244,L,,308.4,1833.0,25.2,117.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9066.0,H38479,H,297.2,308.4,2182.0,,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9067.0,L56246,L,297.2,308.3,1656.0,30.3,124.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9068.0,L56247,"""L""",297.1,,1351.0,56.6,126.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9069.0,H38482,H,297.1,,1790.0,30.3,,0.0,0.0,0.0,0.0,0.0,0.0,-
9070.0,M23929,M,297.2,308.2,1678.0,28.1,-133.0,0.0,0.0,0.0,0.0,0.0,,-
9071.0,L56250,L,297.1,308.2,1427.0,45.2,,0.0,0.0,0.0,0.0,0.0,0.0,-
9072.0,L56251,,297.0,308.1,1429.0,54.0,138.0,0.0,0.0,,0.0,0.0,0.0,-
9073.0, H38486,H,297.2,308.1,1770.0,27.2,140.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9074.0,L56253,L,297.2,308.1,1689.0,31.2,145.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9075.0,M23934,,297.2,308.1,1554.0,41.3,147.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9076.0,,L,297.3,308.1,1506.0,36.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9077.0,L56256,L,297.2,308.1,1474.0,44.3,152.0,0.0,0.0,0.0,0.0,0.0,,-
9078.0,L56257,L,297.3,308.1,1762.0,26.1,,0.0,,0.0,0.0,0.0,0.0,-
9079.0,L56258,L,297.3,308.1,1566.0,35.7,156.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9080.0,H38493,H,297.3,308.1,1554.0,42.4,158.0,0.0,0.0,0.0,,0.0,0.0,-
9081.0,L56260,L,297.2,308.0,1869.0,25.4,163.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9082.0,L56261,L,297.3,308.0,1527.0,35.1,165.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9083.0,L56262,L,297.2,307.9,1309.0,49.6,167.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9084.0,M23943,M,297.2,307.9,1541.0,35.7,169.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9085.0,L56264,L,297.2,307.9,1326.0,75.4,172.0,1.0,0.0,0.0,1.0,1.0,0.0,-
9086.0,H38499,H,297.1,307.9,1365.0,54.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9087.0,L56266,L,297.1,307.8,1428.0,43.7,179.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9088.0,L56267,L,297.1,307.8,1681.0,27.6,181.0,0.0,,0.0,0.0,0.0,0.0,-
9089.0,,M,297.1,307.9,1662.0,26.9,183.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9090.0,L56269,L,297.2,307.9,1989.0,20.3,186.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9091.0,M23950,M,297.2,307.9,1747.0,29.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9092.0,M23951,M,24.05 °C,34.85 °C,1765.0,31.1,191.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9093.0,,L,297.3,308.1,1568.0,34.4,194.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9094.0,M23953, M,297.3,308.1,1709.0,30.6,196.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9095.0,M23954,M,,,1370.0,58.8,199.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9096.0,L56275,L,297.3,308.1,1458.0,45.7,202.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9097.0,L56276,L,297.2,308.1,1712.0,30.9,204.0,0.0,0.0,,0.0,0.0,0.0,-
9098.0,L56277,L,297.3,308.1,1642.0,36.9,206.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9099.0,L56278,L,297.3,308.1,1468.0,49.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9100.0,H38513,H,297.3,,1477.0,52.3,2.0,0.0,0.0,0.0,,0.0,0.0,-
9101.0,L56280,L,297.3,308.2,1446.0,53.5,7.0,0.0,0.0,,0.0,0.0,0.0,-
9102.0,H38515,"""H""",297.3,308.2,1653.0,31.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9103.0,"""L56282""",L,297.3,308.3,1494.0,38.2,14.0,0.0,0.0,0.0,,0.0,0.0,-
9104.0,L56283,L,297.3,308.2,1490.0,41.0,16.0,0.0,0.0,,0.0,0.0,0.0,-
9105.0,,M,297.4,308.3,1550.0,47.8,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9106.0,M23965,M,297.3,308.2,1677.0,34.9,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L56286,L,297.4,308.3,1854.0,21.8,24.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9108.0,M23967,M,297.5,308.5,3662.0,30.3,26.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9109.0,M23968,M,297.5,308.6,1440.0,38.8,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9110.0,L56289,L,297.5,308.6,,39.7,,0.0,0.0,0.0,0.0,0.0,0.0,-
9111.0,M23970,M,,308.6,1389.0,49.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9112.0,L56291,L,24.45 °C,35.45 °C,1351.0,51.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9113.0,M23972,M,297.6,308.6,1482.0,38.3,39.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9114.0,L56293,L,297.6,308.6,1744.0,28.5,42.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9115.0,L56294,L,297.6,308.7,1476.0,39.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9116.0,M23975,M,297.6,308.6,1444.0,48.2,46.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9117.0,H38530,H,297.6,308.7,1659.0,32.1,49.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9118.0,M23977,M,297.6,308.7,1475.0,46.6,54.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9119.0,L56298,L,297.6,308.6,1526.0,42.1,57.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9120.0,M23979,M,297.4,308.4,1675.0,29.5,59.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9121.0,L56300,L,24.25 °C,35.25 °C,1525.0,38.7,62.0,0.0,0.0,0.0,0.0,,,-
,L56301,L,297.3,308.3,1396.0,45.9,64.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9123.0,L56302,L,297.4,308.4,1580.0,41.2,66.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L56303,l,297.4,308.5,1462.0,42.8,,0.0,0.0,0.0,0.0,0.0,0.0,-
,L56304,"""L""",297.4,,1426.0,50.4,70.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9126.0,L56305,L,297.4,308.5,1569.0,34.2,72.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9127.0,L56306,L,24.25 °C,35.35 °C,1477.0,40.7,74.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9128.0,L56307,L,297.4,308.5,1761.0,27.2,76.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9129.0,M23988,M,297.5,308.6,1486.0,45.9,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9130.0,L56309,L,24.45 °C,35.45 °C,1664.0,30.1,81.0,,0.0,0.0,0.0,0.0,0.0,-
9131.0,L56310,L,297.6,308.6,1576.0,32.7,83.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9132.0,H38545,H,297.6,308.6,1463.0,46.7,85.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9133.0,M23992,M,297.6,308.6,,42.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9134.0,L56313,L,297.7,308.7,1479.0,45.7,93.0,0.0,,0.0,0.0,0.0,0.0,-
9135.0,L56314,L,297.7,308.7,1449.0,,95.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9136.0,H38549,H,297.7,308.8,1404.0,50.3,97.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9137.0,L56316,L,297.7,308.7,1694.0,29.1,102.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9138.0,L56317,L,297.7,,1731.0,28.4,104.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9139.0,L56318,L,297.6,308.6,1522.0,37.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9140.0,L56319,L,297.5,308.5,1536.0,36.9,,0.0,0.0,0.0,0.0,0.0,0.0,-
9141.0,L56320,L,297.5,308.5,1373.0,39.9,110.0,0.0,0.0,0.0,0.0,0.0,,-
9142.0,L56321,L,,308.5,1597.0,36.4,112.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9143.0,L56322,L,297.6,308.5,1678.0,34.2,114.0,0.0,,0.0,0.0,0.0,0.0,-
9144.0,L56323,L,297.6,308.5,1452.0,42.6,116.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9145.0,M24004,M,,308.5,1447.0,41.6,118.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9146.0,L56325,L,297.6,308.5,1574.0,37.1,121.0,,0.0,0.0,0.0,0.0,0.0,-
9147.0,L56326,L,297.6,308.6,1528.0,40.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9148.0,L56327,L,297.7,308.7,1688.0,27.2,125.0,0.0,,,0.0,0.0,0.0,-
9149.0,L56328,L,297.6,308.6,1393.0,,127.0,0.0,0.0,0.0,,0.0,,-
9150.0,M24009,M,297.5,308.6,1429.0,50.5,129.0,0.0,0.0,0.0,,0.0,0.0,-
9151.0,M24010,,297.5,308.6,1347.0,57.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9152.0,L56331,L,297.6,308.6,1553.0,40.5,135.0,0.0,0.0,0.0,0.0,0.0,,-
9153.0,L56332,L,297.5,308.6,1260.0,53.6,137.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9154.0,L56333, L,297.5,308.6,1546.0,33.8,139.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9155.0,L56334,L,297.5,308.6,1596.0,36.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9156.0,L56335,L,297.5,308.5,1340.0,57.4,143.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9157.0,M24016,M,297.5,308.4,1369.0,54.8,145.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L56337,L,297.5,308.5,1462.0,52.3,148.0,0.0,,0.0,0.0,0.0,0.0,-
9159.0,H38572,,297.4,308.4,1487.0,46.2,150.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9160.0,M24019,M,297.5,308.6,1510.0,35.5,155.0,0.0,0.0,0.0,0.0,,0.0,-
9161.0,H38574,H,297.5,308.5,1671.0,28.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9162.0,"""M24021""",M,297.5,308.5,1612.0,30.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9163.0,M24022,M,297.6,308.6,1509.0,39.7,166.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9164.0,L56343,,297.6,308.6,1415.0,47.3,169.0,0.0,0.0,0.0,0.0,,0.0,-
9165.0,L56344,L,297.6,308.6,2384.0,14.4,171.0,0.0,0.0,0.0,0.0,,0.0,-
,L56345,L,,308.6,1326.0,62.4,173.0,0.0,,0.0,0.0,0.0,0.0,-
9167.0,M24026,M,297.6,308.6,1390.0,53.4,175.0,0.0,0.0,,0.0,0.0,0.0,-
9168.0,M24027,M,297.6,308.7,1392.0,41.2,178.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9169.0,H38582,H,297.6,308.8,1385.0,44.4,181.0,0.0,0.0,0.0,0.0,,0.0,-
9170.0,L56349, L,,308.8,1896.0,24.5,,0.0,0.0,0.0,0.0,,0.0,-
9171.0,L56350,L,297.7,308.7,1474.0,46.8,188.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9172.0,M24031,M,297.7,308.8,1388.0,45.6,190.0,0.0,0.0,,0.0,0.0,0.0,-
9173.0,,L,297.7,308.9,1715.0,27.2,193.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9174.0,H38587,H,297.8,308.9,1650.0,32.2,,0.0,0.0,0.0,0.0,0.0,0.0,-
9175.0,L56354,L,297.8,308.9,1871.0,25.6,200.0,1.0,1.0,0.0,0.0,0.0,0.0,-
9176.0,L56355,L,297.8,309.0,1403.0,64.2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-
9177.0,L56356,L,297.8,308.9,1518.0,40.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-
9178.0,L56357,L,297.9,309.1,1504.0,43.0,4.0,0.0,0.0,,0.0,0.0,0.0,-
